"","lat","lon","num_flr","retrofit","struc_type","occ_day","class"
"230",27.7326339,85.3530506,3,"No","Non_Engineered_RC_Frame",69,"Non-retrofitted RC"
"231",27.7471613,85.3359257,2,"No","Non_Engineered_RC_Frame",65,"Non-retrofitted RC"
"232",27.7209528,85.2975429,2,"No","Non_Engineered_RC_Frame",100,"Non-retrofitted RC"
"233",27.721504,85.2502901,3,"No","Engineered_RC_Frame",175,"Non-retrofitted RC"
"234",27.7215284,85.2510671,4,"No","Non_Engineered_RC_Frame",54,"Non-retrofitted RC"
"235",27.7514064,85.3385031,2,"No","Non_Engineered_RC_Frame",8,"Non-retrofitted RC"
"236",27.7268097,85.3167645,4,"No","Non_Engineered_RC_Frame",132,"Non-retrofitted RC"
"237",27.7294785,85.3151646,2,"No","Non_Engineered_RC_Frame",69,"Non-retrofitted RC"
"238",27.7291978,85.3153445,5,"No","Engineered_RC_Frame",530,"Non-retrofitted RC"
"239",27.6460053,85.3394082,3,"No","Non_Engineered_RC_Frame",310,"Non-retrofitted RC"
"240",27.7495124,85.3383628,4,"No","Engineered_RC_Frame",185,"Non-retrofitted RC"
"241",27.7136991,85.2878284,3,"No","Engineered_RC_Frame",100,"Non-retrofitted RC"
"242",27.7363386,85.3527825,4,"No","Engineered_RC_Frame",112,"Non-retrofitted RC"
"243",27.7366667,85.3532197,3,"No","Non_Engineered_RC_Frame",5,"Non-retrofitted RC"
"244",27.7107051,85.2768768,4,"No","Engineered_RC_Frame",65,"Non-retrofitted RC"
"245",27.7211269,85.2917937,4,"No","Non_Engineered_RC_Frame",100,"Non-retrofitted RC"
"246",27.7444156,85.3315278,5,"No","Engineered_RC_Frame",120,"Non-retrofitted RC"
"247",27.7432104,85.3397725,2,"No","Engineered_RC_Frame",4,"Non-retrofitted RC"
"248",27.7362896,85.3556512,2,"No","Non_Engineered_RC_Frame",85,"Non-retrofitted RC"
"249",27.7399529,85.3439997,4,"No","Engineered_RC_Frame",50,"Non-retrofitted RC"
"250",27.707721,85.342988,4,"No","Engineered_RC_Frame",150,"Non-retrofitted RC"
"251",27.66846,85.4248926,3,"No","Engineered_RC_Frame",108,"Non-retrofitted RC"
"252",27.6733202,85.4327768,4,"No","Non_Engineered_RC_Frame",308,"Non-retrofitted RC"
